Text;Emotion;Translated_Text
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off;fear;saya ingat merasa benar-benar takut ketika saya berada di Brasil di bus yang akan bukit-bukit gunung curam di sisi gunung di tengah badai besar bertanya-tanya jika kita akan jatuh
i could feel her whimper to the thought of being unloved and uncared for;sadness;aku bisa merasakan rintihannya memikirkan menjadi tidak dicintai dan tidak peduli
im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show;surprise;Aku pasti tidak akan duduk dan memberitahu Anda apa yang terjadi dalam kehidupan pribadi saya tapi saya merasa bahwa jika Anda pernah ingin tahu tentang apa yang terjadi dalam hidup saya semua yang harus Anda lakukan adalah menonton acara
im sorry that there wasnt more humor in this post but im not feeling all that funny;surprise;aku minta maaf bahwa tidak ada lagi humor di posting ini tapi aku tidak merasa semua yang lucu
i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains;joy;i merasa saya punya kaki saya di pintu dunia fantastis berjalan dan menjalankan jalan setapak jatuh dan pegunungan
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love;anger;aku mengatakan apapun yang ada dalam pikiranku katakan padamu secara langsung apa yang kurasakan seorang gadis cemburu bukan karena aku merasa tidak aman tapi karena aku mencintai orang itu seorang teman yang layak dipercaya manis untuk orang yang aku cintai
i feel strange coming back to work after my one day holiday;fear;aku merasa aneh kembali bekerja setelah liburanku satu hari
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet;anger;im jelas dipengaruhi oleh kebahagiaan dash Emily Dickinson misalnya dan saya menggunakan dashes bukan colon atau semi colon untuk meningkatkan perasaan enjambment bergegas di sonet
i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls;sadness;i am gemuk karena satu-satunya hal dalam hidup saya yang dapat tetap di bawah kendali saya adalah apakah atau tidak saya bisa makan selai kacang pada roti ketika saya pulang dari hari yang mustahil dari dunia pertama melihat namun dunia ketiga merasa neraka miskin dan diabaikan gadis-gadis kecil
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either;anger;Aku bisa mengklaim untuk menebus genre tapi itu tidak membuat saya merasa sepenuhnya frustrasi ke titik memukul kepalaku dinding baik
i feel so sad and hopeless;sadness;aku merasa begitu sedih dan putus asa
im getting the feeling that my classes are a little intimidated by the concept of a lit;fear;aku mendapatkan perasaan bahwa kelas saya sedikit terintimidasi oleh konsep dari menyala
i still feel groggy but i have to get up to do the routine for my son;sadness;saya masih merasa pusing tapi saya harus bangun untuk melakukan rutinitas untuk anak saya
i have a feeling my view isnt going to be very popular and thats fine;joy;i have a feeling my view isn't going to be very popular and thats fine
i want to hold this feeling of shocked awe and wonder forever;surprise;i ingin menahan perasaan terkejut kagum dan bertanya-tanya selamanya
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures;fear;ketika saya mendengar rumor bahwa hasil ujian tahun st adalah keluar saya takut bahwa saya mungkin salah satu kegagalan
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes;joy;saya ingin merasa dihargai saya lakukan dan menghargai saya lakukan dan tahu orang-orang yang mencintai saya tidak akan kemana-mana bahkan jika sifat perubahan hubungan
i know there are days in which you feel distracted;anger;Aku tahu ada hari dimana kau merasa terganggu.
i use it regularly with relaxing music and always feel invigorated afterward;joy;i menggunakannya secara teratur dengan musik santai dan selalu merasa segar setelah itu
im feeling distracted i tend to practice with my eyes shut as much as possible;anger;aku merasa terganggu aku cenderung berlatih dengan mata tertutup sebanyak mungkin
i feel like its perfect a w see youtube has its influences i even know trends;joy;i merasa seperti yang sempurna w melihat youtube memiliki pengaruh saya bahkan tahu tren
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol;fear;i secara khusus ingin tango merasa malu dan mass cukup sulit untuk mendapatkan cukup jauh dari dia untuk mendapatkan gambar lol yang baik
i also didn t feel very weird sleeping in my bed while the two of them slept in hers;fear;i juga tidak merasa sangat aneh tidur di tempat tidur saya sementara mereka berdua tidur di miliknya
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy;sadness;aku hanya berharap oke jadi aku berpikir tentang hal itu sebelumnya hari ini dan inilah hal yang semuanya terkurung ampless telah membuat aku merasa begitu membutuhkan
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now;joy;ive kehilangan beberapa berat badan seperti bahwa saya bisa masuk ke rok kecil yang telah saya tidak bisa memakai karena saya tidak merasa percaya diri di dalamnya sampai sekarang
i hope to feel a bit more creative again soon and miss its presence in my life blog;joy;i berharap untuk merasa sedikit lebih kreatif lagi segera dan kehilangan kehadirannya di blog hidup saya
i am no fan of the current president i am a conservative and it made me feel unwelcome;sadness;saya bukan penggemar presiden saat ini saya seorang konservatif dan itu membuat saya merasa tidak diinginkan
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple;surprise;i akan mencakup ayat-ayatnya pada dirinya tidak bisa berat lebih banyak berpikir dan merasa penasaran untuk mendengar pasangan aneh
i begin to feel complacent with my life here;joy;Aku mulai merasa puas dengan kehidupanku di sini
i feel vulnerable and alone;fear;i merasa rentan dan sendirian
i remember feeling inspired and thinking that it was a fine example of parenting;joy;i ingat merasa terinspirasi dan berpikir bahwa itu adalah contoh yang baik dari orangtua
i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving;sadness;i merasa seperti i m selalu satu mendapatkan dihukum untuk hal-hal bodoh dan saya merasa seperti saya sedang dihukum karena berperilaku
i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same;joy;i benar-benar merasa bahwa hidup saya sempurna sekarang dan jika tidak terlalu banyak untuk meminta saya hanya berharap bahwa semuanya akan tetap sama
im there i simply feel contented;joy;aku di sana aku hanya merasa puas
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone;joy;Saya tidak mengatakan memotong semua orang keluar dari hidup Anda tapi saya merasa penting untuk menemukan kenyamanan dalam kesendirian meditasi atau bekerja pada proyek saja
i think im just being stupid feeling nervous;fear;Saya pikir saya hanya menjadi bodoh merasa gugup
i feel honored by it;joy;aku merasa terhormat dengan itu
i was feeling an act of god at work in my life and it was an amazing feeling;surprise;i merasa suatu tindakan Tuhan di tempat kerja dalam hidup saya dan itu adalah perasaan yang menakjubkan
i feel im like a bird flying in the air in a very carefree manner;joy;i merasa im seperti burung terbang di udara dengan cara yang sangat riang
i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended;anger;saya harus merevisi jawaban saya berulang-ulang dalam pikiran saya hanya untuk memastikan bahwa jawaban terdengar cukup tepat dan bahwa orang yang menerima balasan tidak akan merasa tersinggung
i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me;sadness;i merasa sedih ketika seorang teman saya meninggal dan saya merasa bahwa sesuatu yang tidak dapat ditarik kembali pergi dari saya
i died would alex and matt feel regretful for not coming to visit;sadness;Aku mati dan Matt merasa menyesal karena tidak datang berkunjung.
i feel that educating families and supporting and educationg mamas and papas is key;joy;i merasa bahwa mendidik keluarga dan mendukung dan pendidikan mamas dan papa adalah kunci
